|6.6.6
/home/haiwang/pyExoInt_v1.2_released/Mineral/Utilities/tmp_files/56389/mantlephys_1.tab             
           1
node #  
   2.1219957914593380E-314
   2.1219957914593380E-314
  2004159984
          26
node#          P(bar)         T(K)           rho,kg/m3      Gruneisen_T    Ks,bar         vp,km/s        vs,km/s        Wus,vo%        Pv,vo%         Ppv,vo%        CF,vo%         O,vo%          Wad,vo%        Ring,vo%       Pl,vo%         Cpx,vo%        Gt,vo%         st,vo%         q,vo%          ca-pv,vo%      coe,vo%        ky,vo%         Sp,vo%         neph,vo%       seif,vo%      
  1.00000        1.00000        1700.03        3025.05       0.999916        958037.        6.76505        3.25144                 NaN            NaN            NaN            NaN   76.1130                 NaN            NaN   15.3650        8.07995                 NaN            NaN            NaN            NaN            NaN            NaN  0.195665       0.246360                 NaN
  2.00000        7895.71        1722.60        3136.34        1.05923       0.105110E+007   7.72718        4.43247                 NaN            NaN            NaN            NaN   68.4196                 NaN            NaN            NaN   28.5490                 NaN            NaN            NaN            NaN            NaN            NaN   3.03141                 NaN            NaN
  3.00000        15790.4        1737.64        3159.59        1.04379       0.108934E+007   7.80642        4.45503                 NaN            NaN            NaN            NaN   68.2748                 NaN            NaN            NaN   28.5421                 NaN            NaN            NaN            NaN            NaN            NaN   3.18308                 NaN            NaN
  4.00000        23685.1        1750.72        3182.36        1.02912       0.112736E+007   7.88364        4.47714                 NaN            NaN            NaN            NaN   68.1551                 NaN            NaN            NaN   28.5348                 NaN            NaN            NaN            NaN            NaN            NaN   3.31010                 NaN            NaN
  5.00000        31579.8        1762.67        3204.58        1.01522       0.116513E+007   7.95877        4.49866                 NaN            NaN            NaN            NaN   68.0434                 NaN            NaN            NaN   28.5291                 NaN            NaN            NaN            NaN            NaN            NaN   3.42745                 NaN            NaN
  6.00000        39474.6        1773.85        3236.63        1.00572       0.122080E+007   8.06901        4.53243                 NaN            NaN            NaN            NaN   69.4967                 NaN            NaN            NaN   23.5253        4.65240                 NaN            NaN            NaN            NaN            NaN   2.32566                 NaN            NaN
  7.00000        47369.3        1784.44        3266.69       0.997153       0.127390E+007   8.17506        4.56905                 NaN            NaN            NaN            NaN   70.7862                 NaN            NaN            NaN   18.8924        8.98687                 NaN            NaN            NaN            NaN            NaN   1.33458                 NaN            NaN
  8.00000        55264.0        1794.58        3293.78       0.988754       0.132227E+007   8.27208        4.60565                 NaN            NaN            NaN            NaN   71.7744                 NaN            NaN            NaN   15.2164        12.4468                 NaN            NaN            NaN            NaN            NaN  0.562343                 NaN            NaN
  9.00000        63158.7        1804.35        3318.57       0.980420       0.136689E+007   8.36039        4.64007                 NaN            NaN            NaN            NaN   72.4870                 NaN            NaN            NaN   12.3603        15.1527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10.0000        71053.4        1813.79        3339.36       0.971044       0.140479E+007   8.43006        4.66355                 NaN            NaN            NaN            NaN   72.5061                 NaN            NaN            NaN   11.5022        15.9917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11.0000        78948.1        1822.96        3359.29       0.961670       0.144121E+007   8.49520        4.68504                 NaN            NaN            NaN            NaN   72.5140                 NaN            NaN            NaN   10.8896        16.5963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12.0000        86842.8        1831.89        3378.43       0.952293       0.147636E+007   8.55584        4.70395                 NaN            NaN            NaN            NaN   72.5131                 NaN            NaN            NaN   10.5137        16.9731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13.0000        94737.5        1840.61        3397.17       0.943208       0.151101E+007   8.61457        4.72220                 NaN            NaN            NaN            NaN   72.5111                 NaN            NaN            NaN   10.1749        17.3140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14.0000        102632.        1849.13        3415.58       0.934429       0.154536E+007   8.67179        4.73989                 NaN            NaN            NaN            NaN   72.5085                 NaN            NaN            NaN   9.85104        17.6405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15.0000        110527.        1857.49        3433.73       0.925955       0.157951E+007   8.72768        4.75704                 NaN            NaN            NaN            NaN   72.5077                 NaN            NaN            NaN   9.51007        17.9823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16.0000        118422.        1865.69        3451.96       0.918059       0.161376E+007   8.78280        4.77404       0.663206E-001            NaN            NaN            NaN   72.2646                 NaN            NaN            NaN   9.28594        18.3832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  17.0000        126316.        1873.74        3471.52       0.911758       0.164909E+007   8.83794        4.79106       0.486732                 NaN            NaN            NaN   70.7218                 NaN            NaN            NaN   9.86482        18.9266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18.0000        134211.        1881.67        3491.75       0.906320       0.168557E+007   8.89453        4.80935        1.00180                 NaN            NaN            NaN   68.8432                 NaN            NaN            NaN   10.4071        19.7479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19.0000        142106.        1889.47        3513.06       0.901941       0.172385E+007   8.95384        4.82972        1.64639                 NaN            NaN            NaN   66.5067                 NaN            NaN            NaN   10.8529        20.9940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  20.0000        150000.        1897.15        3649.86        1.05431       0.200752E+007   9.55965        5.22379        1.88257                 NaN            NaN            NaN            NaN   64.7658                 NaN            NaN   10.3968        22.9549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21.0000        157895.        1904.73        3667.45        1.04829       0.204590E+007   9.61524        5.24410        1.92146                 NaN            NaN            NaN            NaN   64.6921                 NaN            NaN   8.91475        24.4717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22.0000        165790.        1912.22        3685.48        1.04211       0.208413E+007   9.66942        5.26412        2.08851                 NaN            NaN            NaN            NaN   64.1708                 NaN            NaN   7.29708        26.4436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  23.0000        173685.        1919.60        3704.75        1.03579       0.212303E+007   9.72362        5.28511        2.44083                 NaN            NaN            NaN            NaN   63.0121                 NaN            NaN   5.25198        29.2951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24.0000        181579.        1926.90        3726.21        1.02902       0.216284E+007   9.77743        5.30711        3.12808                 NaN            NaN            NaN            NaN   60.6966                 NaN            NaN   2.57262        33.6027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25.0000        189474.        1934.12        3748.62        1.02098       0.220088E+007   9.82446        5.32505        4.27346                 NaN            NaN            NaN            NaN   56.7585                 NaN            NaN            NaN   38.9680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  26.0000        197369.        1941.25        3765.38        1.01137       0.223073E+007   9.85395        5.32849        5.48300                 NaN            NaN            NaN            NaN   52.4801                 NaN            NaN            NaN   42.0369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27.0000        205263.        1948.32        3784.36        1.00629       0.226333E+007   9.88818        5.33632        6.74367                 NaN            NaN            NaN            NaN   48.0615                 NaN            NaN            NaN   44.7493                 NaN            NaN  0.445497                 NaN            NaN            NaN            NaN            NaN
  28.0000        213158.        1955.31        3844.16       0.960537       0.236334E+007   10.0573        5.45469        7.18041                 NaN            NaN            NaN            NaN            NaN   46.3059                 NaN            NaN   45.0076                 NaN            NaN   1.50605                 NaN            NaN            NaN            NaN            NaN
  29.0000        221053.        1962.23        3861.62       0.964132       0.240222E+007   10.1108        5.47866        6.92034                 NaN            NaN            NaN            NaN            NaN   47.3010                 NaN            NaN   43.3205                 NaN            NaN   2.45822                 NaN            NaN            NaN            NaN            NaN
  30.0000        228948.        1969.09        3877.86       0.965902       0.243865E+007   10.1585        5.49836        6.80411                 NaN            NaN            NaN            NaN            NaN   47.7722                 NaN            NaN   42.2258                 NaN            NaN   3.19784                 NaN            NaN            NaN            NaN            NaN
  31.0000        236842.        1975.88        4077.76        1.24677       0.268127E+007   10.5449        5.83785        21.3939        40.5603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   33.6689                 NaN            NaN   4.37685                 NaN            NaN            NaN            NaN            NaN
  32.0000        244737.        1982.61        4115.61        1.28108       0.275432E+007   10.6628        5.92279        21.5181        45.7333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   27.8002                 NaN            NaN   4.94846                 NaN            NaN            NaN            NaN            NaN
  33.0000        252632.        1989.29        4142.12        1.29895       0.280925E+007   10.7453        5.97748        21.5819        48.7162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   24.4274                 NaN            NaN   5.27448                 NaN            NaN            NaN            NaN            NaN
  34.0000        260526.        1995.92        4164.69        1.31148       0.285806E+007   10.8152        6.02142        21.6259        50.9356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   21.8794                 NaN            NaN   5.55910                 NaN            NaN            NaN            NaN            NaN
  35.0000        268421.        2002.49        4206.41        1.34142       0.293404E+007   10.9266        6.10154        21.1672        56.2196                 NaN   1.93401                 NaN            NaN            NaN            NaN            NaN   14.5468                 NaN            NaN   6.13246                 NaN            NaN            NaN            NaN            NaN
  36.0000        276316.        2009.00        4262.52        1.39343       0.303917E+007   11.0879        6.22346        20.5443        64.3269                 NaN   4.65534                 NaN            NaN            NaN            NaN            NaN   3.41746                 NaN            NaN   7.05591                 NaN            NaN            NaN            NaN            NaN
  37.0000        284211.        2015.47        4287.23        1.40830       0.309357E+007   11.1644        6.27414        20.4470        67.0538                 NaN   5.14830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35088                 NaN            NaN            NaN            NaN            NaN
  38.0000        292105.        2021.90        4298.32        1.40463       0.312329E+007   11.1972        6.28777        20.4327        67.0689                 NaN   5.14705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35132                 NaN            NaN            NaN            NaN            NaN
  39.0000        300000.        2028.27        4309.32        1.40103       0.315294E+007   11.2297        6.30123        20.4186        67.0838                 NaN   5.14583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35173                 NaN            NaN            NaN            NaN            NaN
  40.0000        320085.        2044.30        4336.97        1.39214       0.322810E+007   11.3110        6.33479        20.3841        67.1204                 NaN   5.14282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35269                 NaN            NaN            NaN            NaN            NaN
  41.0000        340171.        2060.07        4364.13        1.38364       0.330286E+007   11.3903        6.36739        20.3511        67.1554                 NaN   5.13997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35352                 NaN            NaN            NaN            NaN            NaN
  42.0000        360256.        2075.59        4390.82        1.37553       0.337728E+007   11.4680        6.39906        20.3249        67.2006                 NaN   5.12023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35423                 NaN            NaN            NaN            NaN            NaN
  43.0000        380342.        2090.88        4417.08        1.36771       0.345131E+007   11.5438        6.42988        20.2947        67.2328                 NaN   5.11765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35485                 NaN            NaN            NaN            NaN            NaN
  44.0000        400427.        2105.96        4442.92        1.36020       0.352500E+007   11.6181        6.45989        20.2658        67.2637                 NaN   5.11518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35538                 NaN            NaN            NaN            NaN            NaN
  45.0000        420513.        2120.84        4468.35        1.35297       0.359836E+007   11.6908        6.48911        20.2379        67.2934                 NaN   5.11283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35583                 NaN            NaN            NaN            NaN            NaN
  46.0000        440598.        2135.53        4493.39        1.34601       0.367142E+007   11.7620        6.51760        20.2112        67.3220                 NaN   5.11058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35621                 NaN            NaN            NaN            NaN            NaN
  47.0000        460684.        2150.05        4518.07        1.33927       0.374414E+007   11.8319        6.54540        20.1801        67.3379                 NaN   5.12544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35654                 NaN            NaN            NaN            NaN            NaN
  48.0000        480769.        2164.41        4542.39        1.33280       0.381661E+007   11.9004        6.57251        20.1553        67.3645                 NaN   5.12338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35679                 NaN            NaN            NaN            NaN            NaN
  49.0000        500855.        2178.60        4566.36        1.32655       0.388880E+007   11.9676        6.59897        20.1313        67.3903                 NaN   5.12140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35698                 NaN            NaN            NaN            NaN            NaN
  50.0000        520940.        2192.64        4590.01        1.32051       0.396074E+007   12.0336        6.62481        20.1082        67.4152                 NaN   5.11950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35713                 NaN            NaN            NaN            NaN            NaN
  51.0000        541026.        2206.55        4613.33        1.31466       0.403242E+007   12.0984        6.65007        20.0858        67.4393                 NaN   5.11768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35723                 NaN            NaN            NaN            NaN            NaN
  52.0000        561111.        2220.31        4636.35        1.30900       0.410386E+007   12.1622        6.67476        20.0641        67.4627                 NaN   5.11593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35729                 NaN            NaN            NaN            NaN            NaN
  53.0000        581197.        2233.95        4659.08        1.30352       0.417506E+007   12.2248        6.69891        20.0430        67.4854                 NaN   5.11425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35731                 NaN            NaN            NaN            NaN            NaN
  54.0000        601282.        2247.46        4681.52        1.29821       0.424603E+007   12.2864        6.72254        20.0226        67.5074                 NaN   5.11263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35730                 NaN            NaN            NaN            NaN            NaN
  55.0000        621368.        2260.86        4703.68        1.29305       0.431679E+007   12.3469        6.74566        20.0028        67.5288                 NaN   5.11107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35725                 NaN            NaN            NaN            NaN            NaN
  56.0000        641453.        2274.13        4725.57        1.28804       0.438733E+007   12.4065        6.76831        19.9836        67.5497                 NaN   5.10957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35718                 NaN            NaN            NaN            NaN            NaN
  57.0000        661538.        2287.31        4747.21        1.28317       0.445767E+007   12.4652        6.79049        19.9649        67.5699                 NaN   5.10812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35707                 NaN            NaN            NaN            NaN            NaN
  58.0000        681624.        2300.37        4768.61        1.27843       0.452779E+007   12.5230        6.81224        19.9441        67.5837                 NaN   5.11526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35695                 NaN            NaN            NaN            NaN            NaN
  59.0000        701709.        2313.33        4789.75        1.27383       0.459774E+007   12.5799        6.83354        19.9263        67.6030                 NaN   5.11390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35680                 NaN            NaN            NaN            NaN            NaN
  60.0000        721795.        2326.20        4810.66        1.26935       0.466750E+007   12.6360        6.85443        19.9091        67.6217                 NaN   5.11260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35663                 NaN            NaN            NaN            NaN            NaN
  61.0000        741880.        2338.97        4831.35        1.26498       0.473705E+007   12.6912        6.87493        19.8896        67.6340                 NaN   5.11990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35645                 NaN            NaN            NaN            NaN            NaN
  62.0000        761966.        2351.65        4851.81        1.26073       0.480646E+007   12.7457        6.89503        19.8732        67.6519                 NaN   5.11868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35623                 NaN            NaN            NaN            NaN            NaN
  63.0000        782051.        2364.24        4872.06        1.25659       0.487569E+007   12.7995        6.91475        19.8572        67.6693                 NaN   5.11750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35601                 NaN            NaN            NaN            NaN            NaN
  64.0000        802137.        2376.75        4892.11        1.25254       0.494474E+007   12.8524        6.93412        19.8389        67.6804                 NaN   5.12495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35577                 NaN            NaN            NaN            NaN            NaN
  65.0000        822222.        2389.17        4911.95        1.24858       0.501362E+007   12.9047        6.95314        19.8210        67.6910                 NaN   5.13245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35552                 NaN            NaN            NaN            NaN            NaN
  66.0000        842308.        2401.52        4931.59        1.24473       0.508234E+007   12.9563        6.97182        19.8034        67.7013                 NaN   5.14002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35526                 NaN            NaN            NaN            NaN            NaN
  67.0000        862393.        2413.78        4951.04        1.24097       0.515094E+007   13.0072        6.99016        19.7888        67.7173                 NaN   5.13898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35498                 NaN            NaN            NaN            NaN            NaN
  68.0000        882479.        2425.98        4970.30        1.23729       0.521936E+007   13.0575        7.00819        19.7718        67.7268                 NaN   5.14664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35469                 NaN            NaN            NaN            NaN            NaN
  69.0000        902564.        2438.09        4989.40        1.23369       0.528760E+007   13.1071        7.02592        19.7525        67.7300                 NaN   5.16308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35440                 NaN            NaN            NaN            NaN            NaN
  70.0000        922650.        2450.14        5008.29        1.23018       0.535576E+007   13.1561        7.04333        19.7388        67.7450                 NaN   5.16213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35408                 NaN            NaN            NaN            NaN            NaN
  71.0000        942735.        2462.12        5027.02        1.22676       0.542378E+007   13.2045        7.06044        19.7254        67.7596                 NaN   5.16121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35376                 NaN            NaN            NaN            NaN            NaN
  72.0000        962821.        2474.03        5045.58        1.22340       0.549165E+007   13.2523        7.07728        19.7097        67.7683                 NaN   5.16856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35343                 NaN            NaN            NaN            NaN            NaN
  73.0000        982906.        2485.88        5063.98        1.22012       0.555940E+007   13.2996        7.09384        19.6968        67.7824                 NaN   5.16769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35309                 NaN            NaN            NaN            NaN            NaN
  74.0000       0.100299E+007   2497.66        5082.21        1.21691       0.562702E+007   13.3464        7.11012        19.6841        67.7959                 NaN   5.16734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35274                 NaN            NaN            NaN            NaN            NaN
  75.0000       0.102308E+007   2509.38        5100.28        1.21376       0.569452E+007   13.3926        7.12615        19.6717        67.8094                 NaN   5.16652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35238                 NaN            NaN            NaN            NaN            NaN
  76.0000       0.104316E+007   2521.03        5118.21        1.21067       0.576188E+007   13.4382        7.14192        19.6574        67.8181                 NaN   5.17244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35202                 NaN            NaN            NaN            NaN            NaN
  77.0000       0.106325E+007   2532.63        5135.98        1.20765       0.582913E+007   13.4834        7.15745        19.6449        67.8298                 NaN   5.17372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35165                 NaN            NaN            NaN            NaN            NaN
  78.0000       0.108333E+007   2544.17        5153.61        1.20468       0.589624E+007   13.5280        7.17274        19.6304        67.8365                 NaN   5.18176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35129                 NaN            NaN            NaN            NaN            NaN
  79.0000       0.110342E+007   2555.66        5171.10        1.20177       0.596324E+007   13.5722        7.18779        19.6162        67.8430                 NaN   5.18986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35092                 NaN            NaN            NaN            NaN            NaN
  80.0000       0.112350E+007   2567.09        5188.45        1.19891       0.603012E+007   13.6159        7.20262        19.6022        67.8493                 NaN   5.19800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35054                 NaN            NaN            NaN            NaN            NaN
  81.0000       0.114359E+007   2578.47        5205.66        1.19611       0.609689E+007   13.6591        7.21722        19.5883        67.8553                 NaN   5.20619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35016                 NaN            NaN            NaN            NaN            NaN
  82.0000       0.116368E+007   2589.79        5222.75        1.19335       0.616353E+007   13.7019        7.23161        19.5719        67.8549                 NaN   5.22338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34979                 NaN            NaN            NaN            NaN            NaN
  83.0000       0.118376E+007   2601.06        5239.69        1.19065       0.623008E+007   13.7442        7.24578        19.5584        67.8605                 NaN   5.23169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34940                 NaN            NaN            NaN            NaN            NaN
  84.0000       0.120385E+007   2612.28        5305.48        1.33681       0.605476E+007   13.7047        7.43451        19.7734                 NaN   67.6537        5.15543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.41748                 NaN            NaN            NaN            NaN            NaN
  85.0000       0.122393E+007   2623.45        5323.28        1.33367       0.611890E+007   13.7488        7.45406        19.8023                 NaN   67.7491        5.03025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.41841                 NaN            NaN            NaN            NaN            NaN
  86.0000       0.124402E+007   2634.58        5341.06        1.33066       0.618279E+007   13.7921        7.47313        19.8451                 NaN   67.8821        4.85338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.41946                 NaN            NaN            NaN            NaN            NaN
  87.0000       0.126410E+007   2645.65        5358.64        1.32767       0.624669E+007   13.8353        7.49221        19.8810                 NaN   67.9942        4.70442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42041                 NaN            NaN            NaN            NaN            NaN
  88.0000       0.128419E+007   2656.68        5375.93        1.32457       0.631062E+007   13.8786        7.51137        19.8862                 NaN   68.0305        4.66213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42111                 NaN            NaN            NaN            NaN            NaN
  89.0000       0.130427E+007   2667.67        5393.15        1.32159       0.637444E+007   13.9212        7.53024        19.9036                 NaN   68.0949        4.57961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42187                 NaN            NaN            NaN            NaN            NaN
  90.0000       0.132436E+007   2678.61        5410.26        1.31866       0.643817E+007   13.9635        7.54890        19.9221                 NaN   68.1619        4.49335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42262                 NaN            NaN            NaN            NaN            NaN
  91.0000       0.134444E+007   2689.50        5427.28        1.31578       0.650170E+007   14.0052        7.56720        19.9392                 NaN   68.2294        4.40804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42339                 NaN            NaN            NaN            NaN            NaN
  92.0000       0.136453E+007   2700.35        5444.21        1.31294       0.656505E+007   14.0464        7.58518        19.9567                 NaN   68.3008        4.31837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42419                 NaN            NaN            NaN            NaN            NaN
  93.0000       0.138462E+007   2711.16        5460.94        1.31012       0.662852E+007   14.0876        7.60330        19.9677                 NaN   68.3492        4.25832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42484                 NaN            NaN            NaN            NaN            NaN
  94.0000       0.140470E+007   2721.93        5477.60        1.30738       0.669187E+007   14.1284        7.62122        19.9864                 NaN   68.4160        4.17209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42555                 NaN            NaN            NaN            NaN            NaN
  95.0000       0.142479E+007   2732.66        5494.10        1.30463       0.675516E+007   14.1689        7.63894        19.9946                 NaN   68.4575        4.12182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42616                 NaN            NaN            NaN            NaN            NaN
  96.0000       0.144487E+007   2743.35        5510.59        1.30197       0.681813E+007   14.2086        7.65615        20.0110                 NaN   68.5266        4.03544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42691                 NaN            NaN            NaN            NaN            NaN
  97.0000       0.146496E+007   2754.00        5526.87        1.29929       0.688126E+007   14.2484        7.67357        20.0170                 NaN   68.5620        3.99357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42749                 NaN            NaN            NaN            NaN            NaN
  98.0000       0.148504E+007   2764.61        5543.04        1.29664       0.694425E+007   14.2878        7.69065        20.0204                 NaN   68.5934        3.95810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42806                 NaN            NaN            NaN            NaN            NaN
  99.0000       0.150513E+007   2775.18        5559.14        1.29406       0.700715E+007   14.3268        7.70763        20.0284                 NaN   68.6357        3.90725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42865                 NaN            NaN            NaN            NaN            NaN
  100.000       0.152521E+007   2785.72        5575.12        1.29148       0.706993E+007   14.3654        7.72433        20.0312                 NaN   68.6669        3.87271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42921                 NaN            NaN            NaN            NaN            NaN
  101.000       0.154530E+007   2796.22        5591.10        1.28902       0.713255E+007   14.4036        7.74076        20.0486                 NaN   68.7348        3.78663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42989                 NaN            NaN            NaN            NaN            NaN
  102.000       0.156538E+007   2806.68        5606.83        1.28649       0.719530E+007   14.4418        7.75734        20.0454                 NaN   68.7472        3.77713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43034                 NaN            NaN            NaN            NaN            NaN
  103.000       0.158547E+007   2817.11        5622.40        1.28392       0.725794E+007   14.4797        7.77357        20.0261                 NaN   68.7236        3.81963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43071                 NaN            NaN            NaN            NaN            NaN
